Material,AUn,Numeratr,Denom.,Length,Length.1,Width,Width.1,Height,Height.1,Volume,Volume.1,Gross weight,Gross weight.1,net weight,net weight.1,AUn.1
Y000060704,SU,6,1.0,"138,000",MM,"130,000",MM,"170,000",MM,"3,050",CDM,"1 380,000",G,"1 098,000",G,
Y000060709,CU,1,1.0,"41,000",MM,"64,000",MM,"147,000",MM,"0,386",CDM,"214,000",G,"184,000",G,
Y000060709,PAL,2 700,1.0,"1 200,000",MM,"800,000",MM,"1 674,000",MM,"1 607,040",CDM,"645 000,000",G,"496 800,000",G,
Y000060709,PC,1,1.0,"41,000",MM,"64,000",MM,"147,000",MM,"0,386",CDM,"214,000",G,"184,000",G,
Y000060709,PLR,300,1.0,"1 170,000",MM,"796,000",MM,"170,000",MM,"158,324",CDM,"69 000,000",G,"55 200,000",G,
Y000060709,PLU,2 268,1.0,"1 200,000",MM,"1 000,000",MM,"1 170,000",MM,"1 404,000",CDM,"546 640,000",G,"417 312,000",G,
Y000060709,PRU,378,1.0,"1 194,000",MM,"966,000",MM,"170,000",MM,"196,079",CDM,"86 940,000",G,"69 552,000",G,
Y000060709,SU,6,1.0,"138,000",MM,"130,000",MM,"170,000",MM,"3,050",CDM,"1 380,000",G,"1 104,000",G,
Y000060802,CU,1,1.0,"40,640",MM,"63,500",MM,"146,760",MM,"0,379",CDM,"214,000",G,"180,000",G,
Y000060802,PAL,2 700,1.0,"1 200,000",MM,"800,000",MM,"1 674,000",MM,"1 607,040",CDM,"645 000,000",G,"486 000,000",G,
Y000060802,PC,1,1.0,"40,640",MM,"63,500",MM,"146,760",MM,"0,379",CDM,"214,000",G,"180,000",G,
Y000060802,PLR,300,1.0,"1 170,000",MM,"796,000",MM,"169,370",MM,"157,738",CDM,"69 000,000",G,"54 000,000",G,
Y000060802,PLU,2 268,1.0,"1 200,000",MM,"1 000,000",MM,"1 170,000",MM,"1 404,000",CDM,"546 640,000",G,"408 240,000",G,
Y000060802,PRU,378,1.0,"1 194,000",MM,"966,000",MM,"169,370",MM,"195,352",CDM,"86 940,000",G,"68 040,000",G,
Y000060802,SU,6,1.0,"137,850",MM,"129,970",MM,"169,370",MM,"3,034",CDM,"1 380,000",G,"1 080,000",G,
Y000060808,CU,1,1.0,"41,000",MM,"64,000",MM,"147,000",MM,"0,379",CDM,"214,000",G,"183,000",G,
Y000060808,PAL,2 700,1.0,"1 200,000",MM,"800,000",MM,"1 674,000",MM,"1 607,040",CDM,"645 000,000",G,"494 100,000",G,
Y000060808,PC,1,1.0,"41,000",MM,"64,000",MM,"147,000",MM,"0,386",CDM,"214,000",G,"183,000",G,
Y000060808,PLR,300,1.0,"1 170,000",MM,"796,000",MM,"170,000",MM,"158,324",CDM,"69 000,000",G,"54 900,000",G,
Y000060808,PLU,2 268,1.0,"1 200,000",MM,"1 000,000",MM,"1 170,000",MM,"1 404,000",CDM,"546 640,000",G,"415 044,000",G,
Y000060808,PRU,378,1.0,"1 194,000",MM,"966,000",MM,"170,000",MM,"196,079",CDM,"86 940,000",G,"69 174,000",G,
Y000060808,SU,6,1.0,"138,000",MM,"130,000",MM,"170,000",MM,"3,034",CDM,"1 380,000",G,"1 098,000",G,
Y000060811,CU,1,1.0,"40,640",MM,"63,500",MM,"156,720",MM,"0,379",CDM,"211,000",G,"180,000",G,
Y000060811,PAL,2 646,1.0,"1 200,000",MM,"800,000",MM,"1 674,000",MM,"1 607,040",CDM,"621 114,000",G,"476 280,000",G,
Y000060811,PC,1,1.0,"40,640",MM,"63,500",MM,"156,720",MM,"0,386",CDM,"211,000",G,"180,000",G,
Y000060811,PLR,294,1.0,"1 200,000",MM,"798,000",MM,"170,000",MM,"158,324",CDM,"66 346,000",G,"52 920,000",G,
Y000060811,PLU,2 268,1.0,"1 200,000",MM,"1 000,000",MM,"1 170,000",MM,"1,404",M3,"536 812,000",G,"408 240,000",G,
Y000060811,PRU,378,1.0,"1 200,000",MM,"966,000",MM,"170,000",MM,"0,197",M3,"85 302,000",G,"68 040,000",G,
Y000060811,SU,6,1.0,"138,000",MM,"132,000",MM,"170,000",MM,"3,034",CDM,"1 354,000",G,"1 080,000",G,
Y000060902,CU,1,1.0,"40,640",MM,"63,500",MM,"146,760",MM,"0,379",CDM,"214,000",G,"180,000",G,
Y000060902,PAL,2 700,1.0,"1 200,000",MM,"800,000",MM,"1 674,000",MM,"1 607,040",CDM,"645 000,000",G,"486 000,000",G,
Y000060902,PC,1,1.0,"40,640",MM,"63,500",MM,"146,760",MM,"0,379",CDM,"214,000",G,"180,000",G,
Y000060902,PLR,300,1.0,"1 170,000",MM,"796,000",MM,"169,370",MM,"157,738",CDM,"69 000,000",G,"54 000,000",G,
Y000060902,PLU,2 268,1.0,"1 200,000",MM,"1 000,000",MM,"1 170,000",MM,"1 404,000",CDM,"546 640,000",G,"408 240,000",G,
Y000060902,PRU,378,1.0,"1 194,000",MM,"966,000",MM,"169,370",MM,"195,352",CDM,"86 940,000",G,"68 040,000",G,
Y000060902,SU,6,1.0,"137,850",MM,"129,970",MM,"169,370",MM,"3,034",CDM,"1 380,000",G,"1 080,000",G,
Y000060904,CU,1,1.0,"41,000",MM,"64,000",MM,"147,000",MM,"0,386",CDM,"214,000",G,"183,000",G,
Y000060904,PAL,2 700,1.0,"1 200,000",MM,"800,000",MM,"1 674,000",MM,"1 607,040",CDM,"645 000,000",G,"494 100,000",G,
Y000060904,PC,1,1.0,"41,000",MM,"64,000",MM,"147,000",MM,"0,386",CDM,"214,000",G,"183,000",G,
Y000060904,PLR,300,1.0,"1 170,000",MM,"796,000",MM,"170,000",MM,"158,324",CDM,"69 000,000",G,"54 900,000",G,
Y000060904,PLU,2 268,1.0,"1 200,000",MM,"1 000,000",MM,"1 170,000",MM,"1 404,000",CDM,"546 640,000",G,"415 044,000",G,
Y000060904,PRU,378,1.0,"1 194,000",MM,"966,000",MM,"170,000",MM,"196,079",CDM,"86 940,000",G,"69 174,000",G,
Y000060904,SU,6,1.0,"138,000",MM,"130,000",MM,"170,000",MM,"3,050",CDM,"1 380,000",G,"1 098,000",G,
Y000060909,CU,1,1.0,"41,000",MM,"64,000",MM,"147,000",MM,"0,386",CDM,"214,000",G,"183,000",G,
Y000060909,PAL,2 700,1.0,"1 200,000",MM,"800,000",MM,"1 674,000",MM,"1 607,040",CDM,"645 000,000",G,"494 100,000",G,
Y000060909,PC,1,1.0,"41,000",MM,"64,000",MM,"147,000",MM,"0,386",CDM,"214,000",G,"183,000",G,
Y000060909,PLR,300,1.0,"1 170,000",MM,"796,000",MM,"170,000",MM,"158,324",CDM,"69 000,000",G,"54 900,000",G,
Y000060909,PLU,2 268,1.0,"1 200,000",MM,"1 000,000",MM,"1 170,000",MM,"1 404,000",CDM,"546 640,000",G,"415 044,000",G,
Y000060909,PRU,378,1.0,"1 194,000",MM,"966,000",MM,"170,000",MM,"196,079",CDM,"86 940,000",G,"69 174,000",G,
Y000060909,SU,6,1.0,"138,000",MM,"130,000",MM,"170,000",MM,"3,050",CDM,"1 380,000",G,"1 098,000",G,
Y000060910,CU,1,1.0,"40,640",MM,"63,500",MM,"156,720",MM,"0,404",CDM,"218,500",G,"183,000",G,
Y000060910,PAL,2 646,1.0,"1 200,000",MM,"800,000",MM,"1 668,330",MM,"1 601,597",CDM,"637 549,000",G,"484 218,000",G,
Y000060910,PC,1,1.0,"40,640",MM,"63,500",MM,"156,720",MM,"0,404",CDM,"218,500",G,"183,000",G,
Y000060910,PLR,294,1.0,"1 200,000",MM,"800,000",MM,"169,370",MM,"162,595",CDM,"68 061,000",G,"53 802,000",G,
Y000060910,SU,6,1.0,"137,850",MM,"131,500",MM,"169,370",MM,"3,070",CDM,"1 389,000",G,"1 098,000",G,
Y300047200,CU,1,1.0,"53,980",MM,"53,980",MM,"196,850",MM,"0,574",CDM,"227,000",G,"165,000",G,
Y300047200,PAL,1 974,1.0,"1 200,000",MM,"800,000",MM,"1 663,000",MM,"1 596,480",CDM,"516 513,000",G,"325 710,000",G,
Y300047200,PC,1,1.0,"0,000",,"0,000",,"0,000",,"0,000",CDM,"227,000",G,"165,000",G,
Y300047200,PLR,282,1.0,"1 200,000",MM,"800,000",MM,"216,280",MM,"207,629",CDM,"70 593,000",G,"46 530,000",G,
Y300047200,PLU,1 680,1.0,"1 200,000",MM,"1 000,000",MM,"1 235,000",MM,"1 482,000",CDM,"444 160,000",G,"277 200,000",G,
Y300047200,PRU,336,1.0,"1 200,000",MM,"990,000",MM,"216,280",MM,"256,941",CDM,"83 832,000",G,"55 440,000",G,
Y300047200,SU,6,1.0,"170,050",MM,"119,250",MM,"216,280",MM,"4,386",CDM,"1 497,000",G,"990,000",G,
Y300047300,CU,1,1.0,"54,000",MM,"54,000",MM,"20,000",MM,"0,574",CDM,"227,000",G,"155,000",G,
Y300047300,PAL,1 764,1.0,"1 200,000",MM,"800,000",MM,"1 726,000",MM,"1 656,960",CDM,"464 118,000",G,"273 420,000",G,
Y300047300,PC,1,1.0,"54,000",MM,"54,000",MM,"20,000",MM,"0,058",CDM,"227,000",G,"155,000",G,
Y300047300,PLR,252,1.0,"1 167,000",MM,"789,000",MM,"226,000",MM,"208,092",CDM,"62 874,000",G,"39 060,000",G,
Y300047300,PLU,1 680,1.0,"1 218,000",MM,"1 000,000",MM,"1 280,000",MM,"1 559,040",CDM,"444 160,000",G,"260 400,000",G,
Y300047300,PRU,336,1.0,"1 218,000",MM,"993,000",MM,"226,000",MM,"273,341",CDM,"83 832,000",G,"52 080,000",G,
Y300047300,SU,6,1.0,"174,000",MM,"123,000",MM,"226,000",MM,"4,837",CDM,"1 497,000",G,"930,000",G,
Y300047304,CU,1,1.0,"54,000",MM,"54,000",MM,"20,000",MM,"0,574",CDM,"204,000",G,"155,000",G,
Y300047304,PAL,1 764,1.0,"1 200,000",MM,"800,000",MM,"1 726,000",MM,"1 656,960",CDM,"464 118,000",G,"273 420,000",G,
Y300047304,PC,1,1.0,"54,000",MM,"54,000",MM,"20,000",MM,"0,058",CDM,"227,000",G,"155,000",G,
Y300047304,PLR,252,1.0,"1 167,000",MM,"789,000",MM,"226,000",MM,"208,092",CDM,"62 874,000",G,"39 060,000",G,
Y300047304,SU,6,1.0,"174,000",MM,"123,000",MM,"226,000",MM,"4,837",CDM,"1 497,000",G,"930,000",G,
Y300457002,CU,1,1.0,"40,640",MM,"63,500",MM,"146,760",MM,"0,379",CDM,"214,000",G,"185,000",G,
Y300457002,PAL,2 700,1.0,"1 200,000",MM,"800,000",MM,"1 668,000",MM,"1 601,280",CDM,"645 000,000",G,"499 500,000",G,
Y300457002,PC,1,1.0,"0,000",,"0,000",,"0,000",,"0,000",CDM,"0,000",,"185,000",G,
Y300457002,PLR,300,1.0,"1 170,000",MM,"796,000",MM,"170,000",MM,"158,324",CDM,"69 000,000",G,"55 500,000",G,
Y300457002,PLU,2 268,1.0,"1 220,000",MM,"1 000,000",MM,"1 166,300",MM,"1 422,886",CDM,"546 640,000",G,"419 580,000",G,
Y300457002,PRU,378,1.0,"1 194,000",MM,"966,000",MM,"170,000",MM,"196,079",CDM,"86 940,000",G,"69 930,000",G,
Y300457002,SU,6,1.0,"138,000",MM,"130,000",MM,"170,000",MM,"3,050",CDM,"1 380,000",G,"1 110,000",G,
Y300457101,CU,1,1.0,"40,000",MM,"59,000",MM,"115,000",MM,"0,271",CDM,"113,000",G,"102,000",G,
Y300457101,PAL,5 280,1.0,"1 200,000",MM,"800,000",MM,"1 160,000",MM,"1 113,600",CDM,"662 880,000",G,"538 560,000",G,
Y300457101,PC,1,1.0,"40,000",MM,"59,000",MM,"115,000",MM,"0,271",CDM,"113,000",G,"102,000",G,
Y300457101,PLR,660,1.0,"1 198,000",MM,"770,000",MM,"127,000",MM,"117,152",CDM,"79 860,000",G,"67 320,000",G,
Y300457101,PLU,3 888,1.0,"1 200,000",MM,"1 000,000",MM,"1 293,000",MM,"1 551,600",CDM,"495 448,000",G,"396 576,000",G,
Y300457101,PRU,432,1.0,"1 143,000",MM,"1 000,000",MM,"127,000",MM,"145,161",CDM,"52 272,000",G,"44 064,000",G,
Y300457101,SU,12,1.0,"246,000",MM,"127,000",MM,"127,000",MM,"3,968",CDM,"1 452,000",G,"1 224,000",G,
Y300457102,CU,1,1.0,"40,000",MM,"59,000",MM,"115,000",MM,"0,271",CDM,"113,000",G,"113,000",G,
Y300457102,PAL,4 212,1.0,"1 200,000",MM,"800,000",MM,"1 795,000",MM,"1 723,200",CDM,"533 652,000",G,"475 956,000",G,
Y300457102,PC,1,1.0,"40,000",MM,"59,000",MM,"115,000",MM,"0,271",CDM,"113,000",G,"113,000",G,
Y300457102,PLR,324,1.0,"1 127,000",MM,"762,000",MM,"127,000",MM,"109,064",CDM,"39 204,000",G,"36 612,000",G,
Y300457102,PLU,3 888,1.0,"1 200,000",MM,"1 000,000",MM,"1 293,000",MM,"1 551,600",CDM,"495 448,000",G,"439 344,000",G,
Y300457102,PRU,432,1.0,"1 143,000",MM,"984,000",MM,"127,000",MM,"142,838",CDM,"52 272,000",G,"48 816,000",G,
Y300457102,SU,12,1.0,"246,000",MM,"127,000",MM,"127,000",MM,"3,968",CDM,"1 452,000",G,"1 356,000",G,
Y300457104,CU,1,1.0,"40,000",MM,"59,000",MM,"115,000",MM,"0,271",CDM,"113,000",G,"102,000",G,
Y300457104,PAL,3 078,1.0,"1 200,000",MM,"800,000",MM,"1 285,200",MM,"1 233,792",CDM,"475 414,000",G,"313 956,000",G,
Y300457104,PC,1,1.0,"40,000",MM,"59,000",MM,"115,000",MM,"0,271",CDM,"113,000",G,"102,000",G,
Y300457104,PLR,342,1.0,"1 200,000",MM,"800,000",MM,"126,800",MM,"121,728",CDM,"50 046,000",G,"34 884,000",G,
Y300457104,SU,6,1.0,"186,000",MM,"86,000",MM,"126,800",MM,"2,028",CDM,"878,000",G,"612,000",G,
Y300457203,CU,1,1.0,"40,640",MM,"63,500",MM,"154,000",MM,"0,397",CDM,"214,000",G,"183,000",G,
Y300457203,PAL,2 700,1.0,"1 200,000",MM,"800,000",MM,"1 674,000",MM,"1 601,664",CDM,"645 000,000",G,"494 100,000",G,
Y300457203,PC,1,1.0,"40,640",MM,"63,500",MM,"154,000",MM,"0,397",CDM,"214,000",G,"183,000",G,
Y300457203,PLR,300,1.0,"1 170,000",MM,"796,000",MM,"169,400",MM,"157,766",CDM,"69 000,000",G,"54 900,000",G,
Y300457203,PLU,2 268,1.0,"1 200,000",MM,"1 000,000",MM,"1 170,000",MM,"1 399,560",CDM,"546 640,000",G,"415 044,000",G,
Y300457203,PRU,378,1.0,"1 194,000",MM,"966,000",MM,"169,400",MM,"195,387",CDM,"86 940,000",G,"69 174,000",G,
Y300457203,SU,6,1.0,"137,900",MM,"129,970",MM,"169,400",MM,"3,036",CDM,"1 380,000",G,"1 098,000",G,
Y300457302,CU,1,1.0,"39,370",MM,"58,670",MM,"114,300",MM,"0,264",CDM,"113,000",G,"100,000",G,
Y300457302,PAL,2 592,1.0,"1 200,000",MM,"800,000",MM,"1 160,000",MM,"1 113,600",CDM,"337 632,000",G,"259 200,000",G,
Y300457302,PC,1,1.0,"39,370",MM,"58,670",MM,"114,300",MM,"0,264",CDM,"113,000",G,"100,000",G,
Y300457302,PLR,324,1.0,"1 143,000",MM,"738,000",MM,"127,000",MM,"107,129",CDM,"39 204,000",G,"32 400,000",G,
Y300457302,PLU,3 888,1.0,"1 200,000",MM,"1 000,000",MM,"1 293,000",MM,"1 551,600",CDM,"495 448,000",G,"388 800,000",G,
Y300457302,PRU,432,1.0,"1 143,000",MM,"1 000,000",MM,"127,000",MM,"145,161",CDM,"52 272,000",G,"43 200,000",G,
Y300457302,SU,12,1.0,"246,000",MM,"127,000",MM,"127,000",MM,"3,968",CDM,"1 452,000",G,"1 200,000",G,
Y300457305,CU,1,1.0,"40,000",MM,"59,000",MM,"114,500",MM,"0,264",CDM,"113,000",G,"102,000",G,
Y300457305,PAL,3 078,1.0,"1 200,000",MM,"800,000",MM,"1 285,200",MM,"1 233,792",CDM,"475 414,000",G,"313 956,000",G,
Y300457305,PC,1,1.0,"40,000",MM,"59,000",MM,"114,500",MM,"0,264",CDM,"113,000",G,"102,000",G,
Y300457305,PLR,342,1.0,"1 200,000",MM,"800,000",MM,"126,800",MM,"121,728",CDM,"50 046,000",G,"34 884,000",G,
Y300457305,SU,6,1.0,"186,000",MM,"86,000",MM,"126,800",MM,"2,028",CDM,"878,000",G,"612,000",G,
Y300457405,CU,1,1.0,"46,640",MM,"63,500",MM,"146,760",MM,"0,435",CDM,"207,000",G,"185,000",G,
Y300457405,PAL,2 700,1.0,"1 200,000",MM,"800,000",MM,"1 668,400",MM,"1 601,664",CDM,"626 100,000",G,"499 500,000",G,
Y300457405,PC,1,1.0,"46,640",MM,"63,500",MM,"146,760",MM,"0,435",CDM,"207,000",G,"185,000",G,
Y300457405,PLR,300,1.0,"1 170,000",MM,"796,000",MM,"170,000",MM,"158,324",CDM,"66 900,000",G,"55 500,000",G,
Y300457405,PLU,2 268,1.0,"1 200,000",MM,"1 000,000",MM,"1 166,300",MM,"1 399,560",CDM,"530 764,000",G,"419 580,000",G,
Y300457405,PRU,378,1.0,"1 194,000",MM,"966,000",MM,"170,000",MM,"196,079",CDM,"84 294,000",G,"69 930,000",G,
Y300457405,SU,6,1.0,"138,000",MM,"130,000",MM,"170,000",MM,"3,050",CDM,"1 338,000",G,"1 110,000",G,
Y300636103,CU,1,1.0,"53,980",MM,"53,980",MM,"196,850",MM,"0,574",CDM,"227,000",G,"168,000",G,
Y300636103,PAL,1 974,1.0,"1 200,000",MM,"800,000",MM,"1 663,000",MM,"1 596,480",CDM,"516 513,000",G,"331 632,000",G,
Y300636103,PC,1,1.0,"53,980",MM,"53,980",MM,"196,850",MM,"0,574",CDM,"227,000",G,"168,000",G,
Y300636103,PLR,282,1.0,"1 200,000",MM,"800,000",MM,"217,000",MM,"208,320",CDM,"70 359,000",G,"47 376,000",G,
Y300636103,PLU,1 680,1.0,"1 219,200",MM,"1 016,000",MM,"1 221,110",MM,"1 512,598",CDM,"441 799,000",G,"282 240,000",G,
Y300636103,PRU,336,1.0,"1 219,200",MM,"1 016,000",MM,"217,000",MM,"267,908",CDM,"83 832,000",G,"56 448,000",G,
Y300636103,SU,6,1.0,"170,050",MM,"119,250",MM,"217,000",MM,"4,386",CDM,"1 497,000",G,"1 008,000",G,
Y300636204,CU,1,1.0,"53,980",MM,"53,980",MM,"196,850",MM,"0,574",CDM,"227,000",G,"170,000",G,
Y300636204,PAL,1 974,1.0,"1 200,000",MM,"800,000",MM,"1 663,000",MM,"1 596,480",CDM,"516 513,000",G,"335 580,000",G,
Y300636204,PC,1,1.0,"53,980",MM,"53,980",MM,"196,850",MM,"0,574",CDM,"227,000",G,"170,000",G,
Y300636204,PLR,282,1.0,"1 200,000",MM,"800,000",MM,"217,000",MM,"208,320",CDM,"70 359,000",G,"47 940,000",G,
Y300636204,PLU,1 680,1.0,"1 200,000",MM,"1 000,000",MM,"1 235,000",MM,"1 482,000",CDM,"444 160,000",G,"285 600,000",G,
Y300636204,PRU,336,1.0,"1 200,000",MM,"990,000",MM,"217,000",MM,"257,796",CDM,"83 832,000",G,"57 120,000",G,
Y300636204,SU,6,1.0,"173,000",MM,"113,000",MM,"217,000",MM,"4,242",CDM,"1 497,000",G,"1 020,000",G,
Y300752300,CU,1,1.0,"25,000",MM,"49,000",MM,"115,000",MM,"0,141",CDM,"217,000",G,"136,000",G,
Y300752300,PAL,1 974,1.0,"1 200,000",MM,"800,000",MM,"1 635,000",MM,"1 569,600",CDM,"545 136,000",G,"268 464,000",G,
Y300752300,PC,1,1.0,"25,000",MM,"49,000",MM,"115,000",MM,"0,141",CDM,"217,000",G,"136,000",G,
Y300752300,PLR,282,1.0,"1 180,000",MM,"790,000",MM,"213,000",MM,"198,559",CDM,"74 448,000",G,"38 352,000",G,
Y300752300,PLU,1 680,1.0,"1 200,000",MM,"1 000,000",MM,"1 215,000",MM,"1 458,000",CDM,"468 520,000",G,"228 480,000",G,
Y300752300,PRU,336,1.0,"1 176,000",MM,"944,000",MM,"213,000",MM,"236,461",CDM,"88 704,000",G,"45 696,000",G,
Y300752300,SU,6,1.0,"168,000",MM,"118,000",MM,"213,000",MM,"4,223",CDM,"1 584,000",G,"816,000",G,
Y300752302,CU,1,1.0,"52,810",MM,"52,810",MM,"193,680",MM,"0,540",CDM,"217,000",G,"136,000",G,
Y300752302,PAL,1 974,1.0,"1 200,000",MM,"800,000",MM,"1 635,000",MM,"1 596,480",CDM,"545 136,000",G,"268 464,000",G,
Y300752302,PC,1,1.0,"52,810",MM,"52,810",MM,"193,680",MM,"0,540",CDM,"217,000",G,"136,000",G,
Y300752302,PLR,282,1.0,"1 180,000",MM,"790,000",MM,"217,000",MM,"208,320",CDM,"74 448,000",G,"38 352,000",G,
Y300752302,PLU,1 680,1.0,"1 200,000",MM,"1 000,000",MM,"1 215,000",MM,"1 604,621",CDM,"468 520,000",G,"228 480,000",G,
Y300752302,PRU,336,1.0,"1 176,000",MM,"944,000",MM,"217,000",MM,"253,335",CDM,"88 704,000",G,"45 696,000",G,
Y300752302,SU,6,1.0,"168,020",MM,"117,220",MM,"217,000",MM,"4,180",CDM,"1 584,000",G,"816,000",G,
Y300752407,CU,1,1.0,"52,810",MM,"52,810",MM,"193,680",MM,"0,054",CDM,"217,000",G,"177,000",G,
Y300752407,PAL,1 974,1.0,"1 200,000",MM,"800,000",MM,"1 663,000",MM,"1 596,480",CDM,"545 136,000",G,"349 398,000",G,
Y300752407,PC,1,1.0,"52,810",MM,"52,810",MM,"193,680",MM,"0,054",CDM,"217,000",G,"177,000",G,
Y300752407,PLR,282,1.0,"1 200,000",MM,"800,000",MM,"217,000",MM,"253,335",CDM,"88 704,000",G,"49 914,000",G,
Y300752407,PLU,1 680,1.0,"1 200,000",MM,"1 000,000",MM,"1 235,000",MM,"1 604,621",CDM,"468 520,000",G,"297 360,000",G,
Y300752407,PRU,336,1.0,"1 200,000",MM,"990,000",MM,"217,000",MM,"257,796",CDM,"88 704,000",G,"59 472,000",G,
Y300752407,SU,6,1.0,"170,000",MM,"120,000",MM,"217,000",MM,"1,795",CDM,"1 584,000",G,"1 062,000",G,
Y300752500,CU,1,1.0,"52,810",MM,"52,810",MM,"193,680",MM,"0,540",CDM,"217,000",G,"138,000",G,
Y300752500,PAL,1 974,1.0,"1 200,000",MM,"800,000",MM,"1 635,000",MM,"1 569,600",CDM,"619 584,000",G,"272 412,000",G,
Y300752500,PC,1,1.0,"52,810",MM,"52,810",MM,"193,680",MM,"0,540",CDM,"217,000",G,"138,000",G,
Y300752500,PLR,282,1.0,"1 180,000",MM,"790,000",MM,"213,000",MM,"198,559",CDM,"74 448,000",G,"38 916,000",G,
Y300752500,PLU,1 680,1.0,"1 200,000",MM,"1 000,000",MM,"1 215,000",MM,"1 458,000",CDM,"468 520,000",G,"231 840,000",G,
Y300752500,PRU,336,1.0,"1 176,000",MM,"944,000",MM,"213,000",MM,"236,461",CDM,"88 704,000",G,"46 368,000",G,
Y300752500,SU,6,1.0,"168,020",MM,"117,220",MM,"213,000",MM,"4,180",CDM,"1 584,000",G,"828,000",G,
Y300752506,CU,1,1.0,"52,810",MM,"52,810",MM,"193,680",MM,"0,540",CDM,"217,000",G,"177,000",G,
Y300752506,PAL,1 974,1.0,"1 200,000",MM,"800,000",MM,"1 663,000",MM,"1 596,480",CDM,"545 136,000",G,"349 398,000",G,
Y300752506,PC,1,1.0,"52,810",MM,"52,810",MM,"193,680",MM,"0,540",CDM,"217,000",G,"177,000",G,
Y300752506,PLR,282,1.0,"1 200,000",MM,"800,000",MM,"217,000",MM,"253,335",CDM,"88 704,000",G,"49 914,000",G,
Y300752506,PLU,1 680,1.0,"1 200,000",MM,"1 000,000",MM,"1 235,000",MM,"1 604,621",CDM,"468 520,000",G,"297 360,000",G,
Y300752506,PRU,336,1.0,"1 200,000",MM,"990,000",MM,"217,000",MM,"257,796",CDM,"88 704,000",G,"59 472,000",G,
Y300752506,SU,6,1.0,"170,000",MM,"120,000",MM,"217,000",MM,"1,686",CDM,"1 584,000",G,"1 062,000",G,
Y300752601,CU,1,1.0,"30,300",MM,"44,300",MM,"127,000",MM,"0,170",CDM,"80,000",G,"80,000",G,
Y300752601,PAL,4 644,1.0,"1 200,000",MM,"800,000",MM,"1 476,000",MM,"1 701,120",CDM,"552 642,000",G,"371 520,000",G,
Y300752601,PC,1,1.0,"30,300",MM,"44,300",MM,"127,000",MM,"0,170",CDM,"80,000",G,"80,000",G,
Y300752601,PLR,516,1.0,"1 135,000",MM,"796,000",MM,"148,000",MM,"133,012",CDM,"58 738,000",G,"41 280,000",G,
Y300752601,PLU,4 788,1.0,"1 200,000",MM,"1 013,000",MM,"1 186,000",MM,"1 423,200",CDM,"570 034,000",G,"383 040,000",G,
Y300752601,PRU,684,1.0,"1 194,000",MM,"1 013,000",MM,"148,000",MM,"179,046",CDM,"77 862,000",G,"54 720,000",G,
Y300752601,SU,12,1.0,"199,000",MM,"104,000",MM,"148,000",MM,"3,040",CDM,"1 366,000",G,"960,000",G,
Y300752602,CU,1,1.0,"31,000",MM,"44,000",MM,"127,000",MM,"0,170",CDM,"80,000",G,"50,000",G,
Y300752602,PAL,5 544,1.0,"1 200,000",MM,"800,000",MM,"1 772,000",MM,"1 701,120",CDM,"655 092,000",G,"277 200,000",G,
Y300752602,PC,1,1.0,"31,000",MM,"44,000",MM,"127,000",MM,"0,170",CDM,"80,000",G,"50,000",G,
Y300752602,PLR,504,1.0,"1 126,000",MM,"796,000",MM,"148,000",MM,"132,652",CDM,"57 372,000",G,"25 200,000",G,
Y300752602,PLU,4 788,1.0,"1 200,000",MM,"1 013,000",MM,"1 186,000",MM,"1 441,702",CDM,"570 034,000",G,"239 400,000",G,
Y300752602,PRU,684,1.0,"1 194,000",MM,"1 013,000",MM,"148,000",MM,"179,009",CDM,"77 862,000",G,"34 200,000",G,
Y300752602,SU,12,1.0,"199,000",MM,"104,000",MM,"148,000",MM,"2,785",CDM,"1 366,000",G,"600,000",G,
Y300752610,CU,1,1.0,"30,300",MM,"44,300",MM,"127,000",MM,"0,017",CDM,"80,000",G,"80,000",G,
Y300752610,PAL,4 644,1.0,"1 200,000",MM,"800,000",MM,"1 476,000",MM,"1 425,600",CDM,"552 642,000",G,"371 520,000",G,
Y300752610,PC,1,1.0,"30,300",MM,"44,300",MM,"127,000",MM,"0,017",CDM,"80,000",G,"80,000",G,
Y300752610,PLR,516,1.0,"1 135,000",MM,"796,000",MM,"148,000",MM,"134,616",CDM,"58 738,000",G,"41 280,000",G,
Y300752610,PLU,4 788,1.0,"1 200,000",MM,"1 013,000",MM,"1 186,000",MM,"1 441,702",CDM,"570 034,000",G,"383 040,000",G,
Y300752610,PRU,684,1.0,"1 194,000",MM,"1 013,000",MM,"148,000",MM,"179,009",CDM,"77 862,000",G,"54 720,000",G,
Y300752610,SU,12,1.0,"199,000",MM,"104,000",MM,"148,000",MM,"0,548",CDM,"1 366,000",G,"960,000",G,
Y301017000,CU,1,1.0,"36,000",MM,"66,000",MM,"185,000",MM,"0,440",CDM,"211,000",G,"200,000",G,
Y301017000,PAL,1 944,1.0,"1 200,000",MM,"800,000",MM,"1 218,000",MM,"1 169,280",CDM,"462 696,000",G,"388 800,000",G,
Y301017000,PC,1,1.0,"36,000",MM,"66,000",MM,"185,000",MM,"0,440",CDM,"211,000",G,"200,000",G,
Y301017000,PLR,324,1.0,"1 160,000",MM,"777,000",MM,"179,000",MM,"161,336",CDM,"73 116,000",G,"64 800,000",G,
Y301017000,PLU,2 520,1.0,"1 200,000",MM,"1 000,000",MM,"1 224,000",MM,"1 468,800",CDM,"593 680,000",G,"504 000,000",G,
