Material;Material Document;Reference;Posting Date;Time of Entry;Quantity;Base Unit of Measure;Boxes;Pallets
Y301044700;4906040979;0084188634;15/11/2022;21:30:43;3;CU;1;0,0
Y302169400;4906040979;0084188634;15/11/2022;21:30:43;1;CU;0;0,0
Y000060802;4906040980;0084188635;15/11/2022;21:30:46;12;CU;2;0,0
Y000060902;4906040980;0084188635;15/11/2022;21:30:46;7;CU;1;0,0
Y300047300;4906040980;0084188635;15/11/2022;21:30:46;13;CU;2;0,0
Y300457300;4906040980;0084188635;15/11/2022;21:30:46;5;CU;0;0,0
Y300752300;4906040980;0084188635;15/11/2022;21:30:46;1;CU;0;0,0
Y300752500;4906040980;0084188635;15/11/2022;21:30:46;8;CU;1;0,0
Y301017600;4906040980;0084188635;15/11/2022;21:30:46;17;CU;3;0,0
Y301044700;4906040980;0084188635;15/11/2022;21:30:46;15;CU;3;0,0
Y301144400;4906040980;0084188635;15/11/2022;21:30:46;5;CU;1;0,0
Y301764100;4906040980;0084188635;15/11/2022;21:30:46;2;CU;0;0,0
Y301764100;4906040980;0084188635;15/11/2022;21:30:46;4;CU;0;0,0
Y301765200;4906040980;0084188635;15/11/2022;21:30:46;11;CU;2;0,0
Y301780800;4906040980;0084188635;15/11/2022;21:30:46;6;CU;1;0,0
Y302169400;4906040980;0084188635;15/11/2022;21:30:46;4;CU;1;0,0
Y00561G0;4906040981;0084188636;15/11/2022;21:30:50;8;CU;1;0,0
Y000060802;4906040981;0084188636;15/11/2022;21:30:50;18;CU;3;0,0
Y000060902;4906040981;0084188636;15/11/2022;21:30:50;14;CU;2;0,0
Y300047300;4906040981;0084188636;15/11/2022;21:30:50;7;CU;1;0,0
Y300752300;4906040981;0084188636;15/11/2022;21:30:50;3;CU;1;0,0
Y300752601;4906040981;0084188636;15/11/2022;21:30:50;1;CU;0;0,0
Y301017000;4906040981;0084188636;15/11/2022;21:30:50;2;CU;0;0,0
Y301017600;4906040981;0084188636;15/11/2022;21:30:50;14;CU;2;0,0
Y301017800;4906040981;0084188636;15/11/2022;21:30:50;4;CU;1;0,0
Y301044700;4906040981;0084188636;15/11/2022;21:30:50;22;CU;4;0,0
Y301764100;4906040981;0084188636;15/11/2022;21:30:50;6;CU;1;0,0
Y301765200;4906040981;0084188636;15/11/2022;21:30:50;4;CU;1;0,0
Y301780800;4906040981;0084188636;15/11/2022;21:30:50;2;CU;0;0,0
Y301780800;4906040981;0084188636;15/11/2022;21:30:50;4;CU;0;0,0
Y302169400;4906040981;0084188636;15/11/2022;21:30:50;3;CU;1;0,0
7002063E;5000077804;4500037352;16/11/2022;08:00:45;2 000;CU;20;0,5
7002070V;5000077804;4500037352;16/11/2022;08:00:45;1 200;CU;120;2,0
7002070Y;5000077804;4500037352;16/11/2022;08:00:45;700;CU;140;1,0
70020810;5000077804;4500037352;16/11/2022;08:00:45;1 134;CU;189;1,0
70020840;5000077804;4500037352;16/11/2022;08:00:45;4 368;CU;364;4,0
7002709F;5000077804;4500037352;16/11/2022;08:00:45;960;CU;96;1,0
7002710A;5000077804;4500037352;16/11/2022;08:00:45;600;CU;60;1,0
70027600;5000077804;4500037352;16/11/2022;08:00:45;8 910;CU;891;3,0
70027760;5000077804;4500037352;16/11/2022;08:00:45;8 910;CU;891;3,0
7004022E;5000077804;4500037352;16/11/2022;08:00:45;3 600;CU;18;1,0
7004023F;5000077804;4500037352;16/11/2022;08:00:45;1 600;CU;16;1,0
7004399L;5000077804;4500037352;16/11/2022;08:00:45;1 400;CU;28;1,0
7006713D;5000077804;4500037352;16/11/2022;08:00:45;945;CU;189;1,0
7007053B;5000077804;4500037352;16/11/2022;08:00:45;220;CU;11;0,1
W302089800;5000077804;4500037352;16/11/2022;08:00:45;1 400;CU;28;1,3
W302210500;5000077804;4500037352;16/11/2022;08:00:45;4 800;CU;480;4,0
W302238800;5000077804;4500037352;16/11/2022;08:00:45;1 600;CU;40;1,0
W302239500;5000077804;4500037352;16/11/2022;08:00:45;2 000;CU;40;1,0
W302264500;5000077804;4500037352;16/11/2022;08:00:45;240;CU;48;1,0
V301370601;5000077803;4500037353;16/11/2022;08:00:45;7 680;CU;384;3,0
V301886700;5000077803;4500037353;16/11/2022;08:00:45;3 770;CU;377;0,8
V302007200;5000077803;4500037353;16/11/2022;08:00:45;1 260;CU;90;1,0
V302384100;5000077803;4500037353;16/11/2022;08:00:45;4 690;CU;469;1,0
W302027301;5000077803;4500037353;16/11/2022;08:00:45;2 100;CU;210;0,5
Y00561G0;4906041198;0084188647;16/11/2022;12:45:53;132;CU;22;0,1
Y00561G0;4906041198;0084188647;16/11/2022;12:45:53;57;CU;10;0,0
Y000060709;4906041198;0084188647;16/11/2022;12:45:53;186;CU;31;0,1
Y000060709;4906041198;0084188647;16/11/2022;12:45:53;243;CU;41;0,1
Y000060709;4906041198;0084188647;16/11/2022;12:45:53;204;CU;34;0,1
Y000060808;4906041198;0084188647;16/11/2022;12:45:53;16;CU;3;0,0
Y000060808;4906041198;0084188647;16/11/2022;12:45:53;150;CU;25;0,1
Y000060808;4906041198;0084188647;16/11/2022;12:45:53;183;CU;31;0,1
Y301017000;4906041198;0084188647;16/11/2022;12:45:53;126;CU;21;0,1
Y301017000;4906041198;0084188647;16/11/2022;12:45:53;32;CU;5;0,0
Y301017000;4906041198;0084188647;16/11/2022;12:45:53;160;CU;27;0,1
Y301044706;4906041198;0084188647;16/11/2022;12:45:53;24;CU;4;0,0
Y301044706;4906041198;0084188647;16/11/2022;12:45:53;222;CU;37;0,1
Y301044706;4906041198;0084188647;16/11/2022;12:45:53;263;CU;44;0,1
Y301709100;4906041198;0084188647;16/11/2022;12:45:53;60;CU;10;0,1
Y302057900;4906041198;0084188647;16/11/2022;12:45:53;23;CU;4;0,0
Y302057900;4906041198;0084188647;16/11/2022;12:45:53;168;CU;28;0,1
Y302057900;4906041198;0084188647;16/11/2022;12:45:53;270;CU;45;0,2
Y00561G0;4906041201;0084188644;16/11/2022;12:45:57;31;CU;5;0,0
Y000060808;4906041201;0084188644;16/11/2022;12:45:57;210;CU;35;0,1
Y000060808;4906041201;0084188644;16/11/2022;12:45:57;52;CU;9;0,0
Y000060808;4906041201;0084188644;16/11/2022;12:45:57;11;CU;2;0,0
Y000060909;4906041201;0084188644;16/11/2022;12:45:57;624;CU;104;0,2
Y300047300;4906041201;0084188644;16/11/2022;12:45:57;6;CU;1;0,0
Y301017000;4906041201;0084188644;16/11/2022;12:45:57;31;CU;5;0,0
Y301017000;4906041201;0084188644;16/11/2022;12:45:57;55;CU;9;0,0
Y301017708;4906041201;0084188644;16/11/2022;12:45:57;1;CU;0;0,0
Y301601801;4906041201;0084188644;16/11/2022;12:45:57;62;CU;5;0,0
Y301601801;4906041201;0084188644;16/11/2022;12:45:57;720;CU;60;0,1
Y302057900;4906041201;0084188644;16/11/2022;12:45:57;12;CU;2;0,0
Y302057900;4906041201;0084188644;16/11/2022;12:45:57;36;CU;6;0,0
Y302057900;4906041201;0084188644;16/11/2022;12:45:57;132;CU;22;0,1
Y000060808;4906041203;0084188646;16/11/2022;12:46:00;14;CU;2;0,0
Y000060904;4906041203;0084188646;16/11/2022;12:46:00;12;CU;2;0,0
Y300752506;4906041203;0084188646;16/11/2022;12:46:00;15;CU;3;0,0
Y301017000;4906041203;0084188646;16/11/2022;12:46:00;5;CU;1;0,0
Y301017000;4906041203;0084188646;16/11/2022;12:46:00;12;CU;2;0,0
Y301017708;4906041203;0084188646;16/11/2022;12:46:00;4;CU;1;0,0
Y301044706;4906041203;0084188646;16/11/2022;12:46:00;9;CU;2;0,0
Y301519801;4906041203;0084188646;16/11/2022;12:46:00;13;CU;1;0,0
Y301522002;4906041203;0084188646;16/11/2022;12:46:00;6;CU;1;0,0
Y301522100;4906041203;0084188646;16/11/2022;12:46:00;10;CU;2;0,0
Y301709100;4906041203;0084188646;16/11/2022;12:46:00;12;CU;2;0,0
Y301709100;4906041203;0084188646;16/11/2022;12:46:00;1;CU;0;0,0
Y302057900;4906041203;0084188646;16/11/2022;12:46:00;3;CU;1;0,0
Y000060709;4906041204;0084188645;16/11/2022;12:46:04;3;CU;1;0,0
Y000060808;4906041204;0084188645;16/11/2022;12:46:04;1;CU;0;0,0
Y000060909;4906041204;0084188645;16/11/2022;12:46:04;2;CU;0;0,0
Y000060909;4906041204;0084188645;16/11/2022;12:46:04;5;CU;1;0,0
Y300752506;4906041204;0084188645;16/11/2022;12:46:04;5;CU;1;0,0
Y301017000;4906041204;0084188645;16/11/2022;12:46:04;10;CU;2;0,0
Y301017000;4906041204;0084188645;16/11/2022;12:46:04;1;CU;0;0,0
Y301044706;4906041204;0084188645;16/11/2022;12:46:04;1;CU;0;0,0
Y301044706;4906041204;0084188645;16/11/2022;12:46:04;9;CU;2;0,0
Y301519801;4906041204;0084188645;16/11/2022;12:46:04;7;CU;1;0,0
Y301522002;4906041204;0084188645;16/11/2022;12:46:04;6;CU;1;0,0
Y301522102;4906041204;0084188645;16/11/2022;12:46:04;3;CU;1;0,0
Y301709100;4906041204;0084188645;16/11/2022;12:46:04;7;CU;1;0,0
Y301709100;4906041204;0084188645;16/11/2022;12:46:04;1;CU;0;0,0
Y301764100;4906041204;0084188645;16/11/2022;12:46:04;4;CU;0;0,0
Y301780700;4906041204;0084188645;16/11/2022;12:46:04;9;CU;1;0,0
Y301780800;4906041204;0084188645;16/11/2022;12:46:04;1;CU;0;0,0
Y301780800;4906041204;0084188645;16/11/2022;12:46:04;8;CU;1;0,0
Y301918000;4906041204;0084188645;16/11/2022;12:46:04;1;CU;0;0,0
Y302057900;4906041204;0084188645;16/11/2022;12:46:04;1;CU;0;0,0
Y302057900;4906041204;0084188645;16/11/2022;12:46:04;2;CU;0;0,0
7000201D;4906041205;0084188642;16/11/2022;13:00:53;20;CU;0;0,0
7000201D;4906041210;0084188639;16/11/2022;13:00:54;36;CU;0;0,0
7002056A;4906041209;0084188640;16/11/2022;13:00:54;10;CU;1;0,0
7002056A;4906041209;0084188640;16/11/2022;13:00:54;160;CU;16;0,1
W302198700;4906041208;0084188638;16/11/2022;13:00:54;60;CU;0;0,0
7000806A;4906041207;0084188641;16/11/2022;13:00:54;40;CU;2;0,0
Y000060909;4906041206;0084188643;16/11/2022;13:00:54;22;CU;4;0,0
Y000060909;4906041206;0084188643;16/11/2022;13:00:54;78;CU;13;0,0
Y000060909;4906041206;0084188643;16/11/2022;13:00:54;38;CU;6;0,0
Y301017604;4906041206;0084188643;16/11/2022;13:00:54;36;CU;6;0,0
Y301017604;4906041206;0084188643;16/11/2022;13:00:54;240;CU;40;0,1
Y00561G0;4906041286;0084188652;16/11/2022;15:45:54;29;CU;5;0,0
Y000060802;4906041286;0084188652;16/11/2022;15:45:54;31;CU;5;0,0
Y000060902;4906041286;0084188652;16/11/2022;15:45:54;40;CU;7;0,0
Y300047300;4906041286;0084188652;16/11/2022;15:45:54;46;CU;8;0,0
Y301017000;4906041286;0084188652;16/11/2022;15:45:54;15;CU;3;0,0
Y301780900;4906041286;0084188652;16/11/2022;15:45:54;3;CU;0;0,0
Y301780900;4906041286;0084188652;16/11/2022;15:45:54;7;CU;1;0,0
Y301781200;4906041286;0084188652;16/11/2022;15:45:54;1;CU;0;0,0
Y301781200;4906041286;0084188652;16/11/2022;15:45:54;11;CU;1;0,0
V302007300;5000077881;4500037281;16/11/2022;21:00:55;42;CU;3;0,0
X301071205;5000077881;4500037281;16/11/2022;21:00:55;5 576;CU;1394;3,0
X301071500;5000077881;4500037281;16/11/2022;21:00:55;2 808;CU;702;1,0
X301071604;5000077881;4500037281;16/11/2022;21:00:55;28 392;CU;7098;13,0
X301111800;5000077881;4500037281;16/11/2022;21:00:55;7 488;CU;1872;1,2
X301114900;5000077881;4500037281;16/11/2022;21:00:55;600;CU;150;0,1
X301220000;5000077881;4500037281;16/11/2022;21:00:55;1 560;CU;130;0,2
X301379000;5000077881;4500037281;16/11/2022;21:00:55;5 832;CU;1458;3,0
X301393102;5000077881;4500037281;16/11/2022;21:00:55;216;CU;36;0,2
X301393302;5000077881;4500037281;16/11/2022;21:00:55;216;CU;36;0,2
X301393401;5000077881;4500037281;16/11/2022;21:00:55;216;CU;36;0,2
X301650100;5000077881;4500037281;16/11/2022;21:00:55;5 760;CU;1440;1,1
X301665801;5000077881;4500037281;16/11/2022;21:00:55;2 268;CU;378;0,6
X301666001;5000077881;4500037281;16/11/2022;21:00:55;324;CU;54;0,1
X301972513;5000077881;4500037281;16/11/2022;21:00:55;78;CU;13;0,4
X301972514;5000077881;4500037281;16/11/2022;21:00:55;600;CU;100;1,2
X301972519;5000077881;4500037281;16/11/2022;21:00:55;348;CU;58;0,8
X302045500;5000077881;4500037281;16/11/2022;21:00:55;1 440;CU;240;0,7
X302306000;5000077881;4500037281;16/11/2022;21:00:55;180;CU;30;0,3
X302307800;5000077881;4500037281;16/11/2022;21:00:55;252;CU;42;0,5
X302307900;5000077881;4500037281;16/11/2022;21:00:55;102;CU;17;0,2
X302308700;5000077881;4500037281;16/11/2022;21:00:55;354;CU;59;0,5
X302308800;5000077881;4500037281;16/11/2022;21:00:55;240;CU;40;1,1
X302325500;5000077881;4500037281;16/11/2022;21:00:55;6;CU;1;0,0
X302332800;5000077881;4500037281;16/11/2022;21:00:55;6;CU;1;0,0
70043950;5000077922;4500037280;17/11/2022;07:00:56;2;CU;0;0,0
W302238900;5000077922;4500037280;17/11/2022;07:00:56;3 280;CU;82;2,1
W302355700;5000077922;4500037280;17/11/2022;07:00:56;120;CU;20;0,8
W302355800;5000077922;4500037280;17/11/2022;07:00:56;144;CU;24;1,0
W302355900;5000077922;4500037280;17/11/2022;07:00:56;240;CU;40;1,7
Y00561G0;4906041559;0084188655;17/11/2022;10:00:57;99;CU;17;0,1
Y00561G0;4906041559;0084188655;17/11/2022;10:00:57;25;CU;4;0,0
Y000060808;4906041559;0084188655;17/11/2022;10:00:57;99;CU;17;0,0
Y000060909;4906041559;0084188655;17/11/2022;10:00:57;60;CU;10;0,0
Y300752506;4906041559;0084188655;17/11/2022;10:00:57;53;CU;9;0,0
Y300752506;4906041559;0084188655;17/11/2022;10:00:57;2;CU;0;0,0
Y301017000;4906041559;0084188655;17/11/2022;10:00:57;185;CU;31;0,1
Y301017000;4906041559;0084188655;17/11/2022;10:00:57;73;CU;12;0,0
Y301017701;4906041559;0084188655;17/11/2022;10:00:57;77;CU;13;0,0
Y301044706;4906041559;0084188655;17/11/2022;10:00:57;7;CU;1;0,0
Y301044706;4906041559;0084188655;17/11/2022;10:00:57;124;CU;21;0,0
Y301519801;4906041559;0084188655;17/11/2022;10:00:57;184;CU;15;0,1
Y301522102;4906041559;0084188655;17/11/2022;10:00:57;22;CU;4;0,0
Y301522102;4906041559;0084188655;17/11/2022;10:00:57;88;CU;15;0,0
Y301918000;4906041559;0084188655;17/11/2022;10:00:57;61;CU;10;0,0
Y302057900;4906041559;0084188655;17/11/2022;10:00:57;63;CU;11;0,0
Y302057900;4906041559;0084188655;17/11/2022;10:00:57;44;CU;7;0,0
V301370601;5000077923;4500037366;17/11/2022;11:00:57;2 560;CU;128;1,0
V302190200;5000077923;4500037366;17/11/2022;11:00:57;2 160;CU;216;0,9
7000201D;5000077924;4500037365;17/11/2022;11:30:57;1 080;CU;6;0,3
7000420D;5000077924;4500037365;17/11/2022;11:30:57;1 296;CU;18;0,3
7000430D;5000077924;4500037365;17/11/2022;11:30:57;2 016;CU;8;0,3
7000803A;5000077924;4500037365;17/11/2022;11:30:57;240;CU;12;0,1
7000806A;5000077924;4500037365;17/11/2022;11:30:57;840;CU;42;0,3
70008920;5000077924;4500037365;17/11/2022;11:30:57;288;CU;4;0,2
7000915D;5000077924;4500037365;17/11/2022;11:30:57;1 152;CU;8;0,1
7000920D;5000077924;4500037365;17/11/2022;11:30:57;640;CU;8;0,1
7000921D;5000077924;4500037365;17/11/2022;11:30:57;648;CU;9;0,1
7000922D;5000077924;4500037365;17/11/2022;11:30:57;576;CU;8;0,1
7000927D;5000077924;4500037365;17/11/2022;11:30:57;576;CU;8;0,1
7000931D;5000077924;4500037365;17/11/2022;11:30:57;770;CU;7;0,1
7001730B;5000077924;4500037365;17/11/2022;11:30:57;1 200;CU;120;0,6
70017500;5000077924;4500037365;17/11/2022;11:30:57;1 500;CU;150;0,7
7001750A;5000077924;4500037365;17/11/2022;11:30:57;888;CU;111;0,4
7002063E;5000077924;4500037365;17/11/2022;11:30:57;2 000;CU;20;0,5
70020840;5000077924;4500037365;17/11/2022;11:30:57;3 276;CU;273;3,0
70027600;5000077924;4500037365;17/11/2022;11:30:57;8 910;CU;891;3,0
70041220;5000077924;4500037365;17/11/2022;11:30:57;800;CU;8;0,3
7005282E;5000077924;4500037365;17/11/2022;11:30:57;5 400;CU;216;1,0
7006713D;5000077924;4500037365;17/11/2022;11:30:57;1 890;CU;378;2,0
W302179500;5000077924;4500037365;17/11/2022;11:30:57;4 800;CU;24;0,9
W302210500;5000077924;4500037365;17/11/2022;11:30:57;14 400;CU;1440;12,0
W302320300;5000077924;4500037365;17/11/2022;11:30:57;12 480;CU;624;6,5
70981614;4906041590;;17/11/2022;12:15:58;507;CU;507;0,5
70981647;4906041590;;17/11/2022;12:15:58;150;CU;150;0,3
7002056A;4906041635;0084188659;17/11/2022;15:45:58;20;CU;2;0,0
70027080;4906041635;0084188659;17/11/2022;15:45:58;20;CU;2;0,0
7002723B;4906041635;0084188659;17/11/2022;15:45:58;20;CU;2;0,0
7002723B;4906041635;0084188659;17/11/2022;15:45:58;80;CU;8;0,1
7004020N;4906041635;0084188659;17/11/2022;15:45:58;10;CU;0;0,0
7004022N;4906041635;0084188659;17/11/2022;15:45:58;10;CU;0;0,0
7004398L;4906041635;0084188659;17/11/2022;15:45:58;5;CU;0;0,0
71939820;4906041635;0084188659;17/11/2022;15:45:58;1;CU;1;0,3
71941470;4906041635;0084188659;17/11/2022;15:45:58;1;CU;1;0,3
W302141500;4906041635;0084188659;17/11/2022;15:45:58;20;CU;1;0,0
Y000060709;4906041728;0084188665;17/11/2022;22:46:01;34;CU;6;0,0
Y000060709;4906041728;0084188665;17/11/2022;22:46:01;170;CU;28;0,1
Y000060804;4906041728;0084188665;17/11/2022;22:46:01;39;CU;7;0,0
Y000060804;4906041728;0084188665;17/11/2022;22:46:01;99;CU;17;0,0
Y300047300;4906041728;0084188665;17/11/2022;22:46:01;12;CU;2;0,0
Y300457104;4906041728;0084188665;17/11/2022;22:46:01;50;CU;8;0,0
Y300457305;4906041728;0084188665;17/11/2022;22:46:01;30;CU;5;0,0
Y300752407;4906041728;0084188665;17/11/2022;22:46:01;23;CU;4;0,0
Y300752407;4906041728;0084188665;17/11/2022;22:46:01;119;CU;20;0,1
Y300752506;4906041728;0084188665;17/11/2022;22:46:01;140;CU;23;0,1
Y300752506;4906041728;0084188665;17/11/2022;22:46:01;10;CU;2;0,0
Y300752610;4906041728;0084188665;17/11/2022;22:46:01;13;CU;1;0,0
Y300752610;4906041728;0084188665;17/11/2022;22:46:01;35;CU;3;0,0
Y301017000;4906041728;0084188665;17/11/2022;22:46:01;78;CU;13;0,0
Y301017000;4906041728;0084188665;17/11/2022;22:46:01;192;CU;32;0,1
Y301017000;4906041728;0084188665;17/11/2022;22:46:01;27;CU;5;0,0
Y301017103;4906041728;0084188665;17/11/2022;22:46:01;240;CU;20;0,1
Y301017103;4906041728;0084188665;17/11/2022;22:46:01;224;CU;19;0,1
Y301017103;4906041728;0084188665;17/11/2022;22:46:01;18;CU;2;0,0
Y301017403;4906041728;0084188665;17/11/2022;22:46:01;262;CU;22;0,1
Y301017403;4906041728;0084188665;17/11/2022;22:46:01;10;CU;1;0,0
Y301017600;4906041728;0084188665;17/11/2022;22:46:01;72;CU;12;0,0
Y301017600;4906041728;0084188665;17/11/2022;22:46:01;140;CU;23;0,1
Y301017701;4906041728;0084188665;17/11/2022;22:46:01;25;CU;4;0,0
Y301044706;4906041728;0084188665;17/11/2022;22:46:01;5;CU;1;0,0
Y301044706;4906041728;0084188665;17/11/2022;22:46:01;47;CU;8;0,0
Y301112300;4906041728;0084188665;17/11/2022;22:46:01;286;CU;6;0,0
Y301519801;4906041728;0084188665;17/11/2022;22:46:01;1 819;CU;152;0,7
Y301519801;4906041728;0084188665;17/11/2022;22:46:01;44;CU;4;0,0
Y301522002;4906041728;0084188665;17/11/2022;22:46:01;4;CU;1;0,0
Y301522002;4906041728;0084188665;17/11/2022;22:46:01;850;CU;142;0,4
Y301522100;4906041728;0084188665;17/11/2022;22:46:01;970;CU;162;0,4
Y301601801;4906041728;0084188665;17/11/2022;22:46:01;70;CU;6;0,0
Y301709100;4906041728;0084188665;17/11/2022;22:46:01;70;CU;12;0,1
Y301709100;4906041728;0084188665;17/11/2022;22:46:01;39;CU;7;0,0
Y301709100;4906041728;0084188665;17/11/2022;22:46:01;54;CU;9;0,1
Y301902100;4906041728;0084188665;17/11/2022;22:46:01;19;CU;1;0,0
Y301918000;4906041728;0084188665;17/11/2022;22:46:01;36;CU;6;0,0
Y301918000;4906041728;0084188665;17/11/2022;22:46:01;141;CU;24;0,1
Y302057900;4906041728;0084188665;17/11/2022;22:46:01;283;CU;47;0,2
Y302057900;4906041728;0084188665;17/11/2022;22:46:01;12;CU;2;0,0
70981638;4906042531;;21/11/2022;15:01:32;3;CU;3;0,0
W302144700;5000078290;4500037392;22/11/2022;08:01:36;7 680;CU;384;32,0
Y00561G0;4906042838;0084188684;22/11/2022;11:01:36;7;CU;1;0,0
Y000060709;4906042838;0084188684;22/11/2022;11:01:36;5;CU;1;0,0
Y000060709;4906042838;0084188684;22/11/2022;11:01:36;5;CU;1;0,0
Y000060808;4906042838;0084188684;22/11/2022;11:01:36;10;CU;2;0,0
Y000060909;4906042838;0084188684;22/11/2022;11:01:36;27;CU;5;0,0
Y300752407;4906042838;0084188684;22/11/2022;11:01:36;6;CU;1;0,0
Y300752407;4906042838;0084188684;22/11/2022;11:01:36;3;CU;1;0,0
Y300752506;4906042838;0084188684;22/11/2022;11:01:36;3;CU;1;0,0
Y300752506;4906042838;0084188684;22/11/2022;11:01:36;2;CU;0;0,0
Y301017000;4906042838;0084188684;22/11/2022;11:01:36;10;CU;2;0,0
Y301017000;4906042838;0084188684;22/11/2022;11:01:36;1;CU;0;0,0
Y301017708;4906042838;0084188684;22/11/2022;11:01:36;5;CU;1;0,0
Y301044706;4906042838;0084188684;22/11/2022;11:01:36;7;CU;1;0,0
Y301519801;4906042838;0084188684;22/11/2022;11:01:36;6;CU;1;0,0
Y301522002;4906042838;0084188684;22/11/2022;11:01:36;3;CU;1;0,0
Y301709100;4906042838;0084188684;22/11/2022;11:01:36;2;CU;0;0,0
Y301764100;4906042838;0084188684;22/11/2022;11:01:36;7;CU;1;0,0
Y301764100;4906042838;0084188684;22/11/2022;11:01:36;2;CU;0;0,0
Y301780800;4906042838;0084188684;22/11/2022;11:01:36;45;CU;4;0,0
Y301780800;4906042838;0084188684;22/11/2022;11:01:36;3;CU;0;0,0
Y301918000;4906042838;0084188684;22/11/2022;11:01:36;8;CU;1;0,0
Y301918000;4906042838;0084188684;22/11/2022;11:01:36;2;CU;0;0,0
Y302057900;4906042838;0084188684;22/11/2022;11:01:36;5;CU;1;0,0
Y000060709;4906042839;0084188683;22/11/2022;11:16:36;1;CU;0;0,0
Y000060709;4906042839;0084188683;22/11/2022;11:16:36;4;CU;1;0,0
Y000060909;4906042839;0084188683;22/11/2022;11:16:36;1;CU;0;0,0
Y000060909;4906042839;0084188683;22/11/2022;11:16:36;1;CU;0;0,0
Y301519801;4906042839;0084188683;22/11/2022;11:16:36;16;CU;1;0,0
Y301522002;4906042839;0084188683;22/11/2022;11:16:36;6;CU;1;0,0
Y301522102;4906042839;0084188683;22/11/2022;11:16:36;12;CU;2;0,0
Y301522102;4906042839;0084188683;22/11/2022;11:16:36;1;CU;0;0,0
Y301764100;4906042839;0084188683;22/11/2022;11:16:36;1;CU;0;0,0
Y301764100;4906042839;0084188683;22/11/2022;11:16:36;1;CU;0;0,0
Y301780700;4906042839;0084188683;22/11/2022;11:16:36;24;CU;2;0,0
Y301780800;4906042839;0084188683;22/11/2022;11:16:36;21;CU;2;0,0
Y000060808;4906042840;0084188681;22/11/2022;11:16:40;2;CU;0;0,0
Y000060909;4906042840;0084188681;22/11/2022;11:16:40;27;CU;5;0,0
Y300752302;4906042840;0084188681;22/11/2022;11:16:40;3;CU;1;0,0
Y300752407;4906042840;0084188681;22/11/2022;11:16:40;5;CU;1;0,0
Y300752506;4906042840;0084188681;22/11/2022;11:16:40;6;CU;1;0,0
Y301017000;4906042840;0084188681;22/11/2022;11:16:40;19;CU;3;0,0
Y301017000;4906042840;0084188681;22/11/2022;11:16:40;1;CU;0;0,0
Y301017708;4906042840;0084188681;22/11/2022;11:16:40;2;CU;0;0,0
Y301044706;4906042840;0084188681;22/11/2022;11:16:40;8;CU;1;0,0
Y301764100;4906042840;0084188681;22/11/2022;11:16:40;5;CU;0;0,0
Y301780800;4906042840;0084188681;22/11/2022;11:16:40;17;CU;1;0,0
Y301918000;4906042840;0084188681;22/11/2022;11:16:40;1;CU;0;0,0
Y302057900;4906042840;0084188681;22/11/2022;11:16:40;4;CU;1;0,0
Y000060808;4906042853;0084188682;22/11/2022;11:31:36;1;CU;0;0,0
Y000060808;4906042853;0084188682;22/11/2022;11:31:36;6;CU;1;0,0
Y000060909;4906042853;0084188682;22/11/2022;11:31:36;6;CU;1;0,0
Y000060909;4906042853;0084188682;22/11/2022;11:31:36;3;CU;1;0,0
Y300752506;4906042853;0084188682;22/11/2022;11:31:36;5;CU;1;0,0
Y301044706;4906042853;0084188682;22/11/2022;11:31:36;1;CU;0;0,0
Y301044706;4906042853;0084188682;22/11/2022;11:31:36;4;CU;1;0,0
Y301709100;4906042853;0084188682;22/11/2022;11:31:36;5;CU;1;0,0
Y301918000;4906042853;0084188682;22/11/2022;11:31:36;3;CU;1;0,0
Y301918000;4906042853;0084188682;22/11/2022;11:31:36;1;CU;0;0,0
Y302057900;4906042853;0084188682;22/11/2022;11:31:36;1;CU;0;0,0
Y302057900;4906042853;0084188682;22/11/2022;11:31:36;3;CU;1;0,0
Y000060808;4906042854;0084188689;22/11/2022;11:31:38;1;CU;0;0,0
Y000060909;4906042854;0084188689;22/11/2022;11:31:38;11;CU;2;0,0
Y300752407;4906042854;0084188689;22/11/2022;11:31:38;5;CU;1;0,0
Y300752506;4906042854;0084188689;22/11/2022;11:31:38;2;CU;0;0,0
Y300752506;4906042854;0084188689;22/11/2022;11:31:38;1;CU;0;0,0
Y301017701;4906042854;0084188689;22/11/2022;11:31:38;1;CU;0;0,0
Y301044706;4906042854;0084188689;22/11/2022;11:31:38;16;CU;3;0,0
Y301519801;4906042854;0084188689;22/11/2022;11:31:38;6;CU;1;0,0
Y301522002;4906042854;0084188689;22/11/2022;11:31:38;9;CU;2;0,0
Y301522102;4906042854;0084188689;22/11/2022;11:31:38;3;CU;1;0,0
Y301522102;4906042854;0084188689;22/11/2022;11:31:38;1;CU;0;0,0
Y301709100;4906042854;0084188689;22/11/2022;11:31:38;20;CU;3;0,0
Y301709100;4906042854;0084188689;22/11/2022;11:31:38;1;CU;0;0,0
Y301764100;4906042854;0084188689;22/11/2022;11:31:38;6;CU;1;0,0
Y301764100;4906042854;0084188689;22/11/2022;11:31:38;2;CU;0;0,0
Y301780700;4906042854;0084188689;22/11/2022;11:31:38;1;CU;0;0,0
Y301780700;4906042854;0084188689;22/11/2022;11:31:38;10;CU;1;0,0
Y301780800;4906042854;0084188689;22/11/2022;11:31:38;12;CU;1;0,0
Y301918000;4906042854;0084188689;22/11/2022;11:31:38;1;CU;0;0,0
Y301918000;4906042854;0084188689;22/11/2022;11:31:38;4;CU;1;0,0
